Job_Title,Experience,Skills,Education,Language,Soft_Skills,Full_Description
Order Fulfillment Associate,1+ years,"Return Handling, Excel, Inventory Management, CRM Tools",Diploma in E-commerce or IT,Fluent English,Problem-solving and customer-first mindset,"Order Fulfillment Associate with 1+ years experience required. Skills needed: Return Handling, Excel, Inventory Management, CRM Tools. Education: Diploma in E-commerce or IT. Language: Fluent English. Soft skills: Problem-solving and customer-first mindset."
Inventory Analyst,3+ years,"Inventory Management, Shopify, Return Handling",Diploma in E-commerce or IT,Fluent English,Strong communication and time management skills,"Inventory Analyst with 3+ years experience required. Skills needed: Inventory Management, Shopify, Return Handling. Education: Diploma in E-commerce or IT. Language: Fluent English. Soft skills: Strong communication and time management skills."
Marketplace Account Executive,No experience but strong motivation,"Customer Service, Zapier, Amazon Seller Central, SEO, Social Media Marketing, Excel",Diploma in E-commerce or IT,Good written English,Problem-solving and customer-first mindset,"Marketplace Account Executive with No experience but strong motivation experience required. Skills needed: Customer Service, Zapier, Amazon Seller Central, SEO, Social Media Marketing, Excel. Education: Diploma in E-commerce or IT. Language: Good written English. Soft skills: Problem-solving and customer-first mindset."
Content Writer (E-commerce),3+ years,"Shopify, Excel, Customer Service, CRM Tools",Diploma in E-commerce or IT,Good written English,Strong communication and time management skills,"Content Writer (E-commerce) with 3+ years experience required. Skills needed: Shopify, Excel, Customer Service, CRM Tools. Education: Diploma in E-commerce or IT. Language: Good written English. Soft skills: Strong communication and time management skills."
Inventory Analyst,2+ years,"Google Ads, Shopify, Customer Service, CRM Tools, Copywriting, Order Management",High School diploma,Fluent English,Strong communication and time management skills,"Inventory Analyst with 2+ years experience required. Skills needed: Google Ads, Shopify, Customer Service, CRM Tools, Copywriting, Order Management. Education: High School diploma. Language: Fluent English. Soft skills: Strong communication and time management skills."
Digital Marketing Assistant,1+ years,"Shopify, SEO, Zapier, Excel, Inventory Management",High School diploma,Good written English,Problem-solving and customer-first mindset,"Digital Marketing Assistant with 1+ years experience required. Skills needed: Shopify, SEO, Zapier, Excel, Inventory Management. Education: High School diploma. Language: Good written English. Soft skills: Problem-solving and customer-first mindset."
Digital Marketing Assistant,1+ years,"Shopify, Amazon Seller Central, Zapier",High School diploma,Multilingual preferred,Problem-solving and customer-first mindset,"Digital Marketing Assistant with 1+ years experience required. Skills needed: Shopify, Amazon Seller Central, Zapier. Education: High School diploma. Language: Multilingual preferred. Soft skills: Problem-solving and customer-first mindset."
E-commerce Customer Service Specialist,1+ years,"Google Ads, Inventory Management, Order Management, Amazon Seller Central",Diploma in E-commerce or IT,Good written English,Strong communication and time management skills,"E-commerce Customer Service Specialist with 1+ years experience required. Skills needed: Google Ads, Inventory Management, Order Management, Amazon Seller Central. Education: Diploma in E-commerce or IT. Language: Good written English. Soft skills: Strong communication and time management skills."
Inventory Analyst,1+ years,"Copywriting, Product Description Writing, Order Management, Customer Service, Amazon Seller Central, Return Handling",Diploma in E-commerce or IT,Good written English,Problem-solving and customer-first mindset,"Inventory Analyst with 1+ years experience required. Skills needed: Copywriting, Product Description Writing, Order Management, Customer Service, Amazon Seller Central, Return Handling. Education: Diploma in E-commerce or IT. Language: Good written English. Soft skills: Problem-solving and customer-first mindset."
E-commerce Customer Service Specialist,2+ years,"Google Ads, Return Handling, Zapier, Social Media Marketing, CRM Tools, Order Management","Bachelor's degree in Business, Marketing or related",Fluent English,Problem-solving and customer-first mindset,"E-commerce Customer Service Specialist with 2+ years experience required. Skills needed: Google Ads, Return Handling, Zapier, Social Media Marketing, CRM Tools, Order Management. Education: Bachelor's degree in Business, Marketing or related. Language: Fluent English. Soft skills: Problem-solving and customer-first mindset."
Logistics Coordinator,3+ years,"Return Handling, Google Ads, Zapier, CRM Tools, Shopify, Customer Service",High School diploma,Fluent English,Problem-solving and customer-first mindset,"Logistics Coordinator with 3+ years experience required. Skills needed: Return Handling, Google Ads, Zapier, CRM Tools, Shopify, Customer Service. Education: High School diploma. Language: Fluent English. Soft skills: Problem-solving and customer-first mindset."
Marketplace Account Executive,No experience but strong motivation,"Zapier, Order Management, Customer Service","Bachelor's degree in Business, Marketing or related",Fluent English,Attention to detail and teamwork,"Marketplace Account Executive with No experience but strong motivation experience required. Skills needed: Zapier, Order Management, Customer Service. Education: Bachelor's degree in Business, Marketing or related. Language: Fluent English. Soft skills: Attention to detail and teamwork."
Logistics Coordinator,No experience but strong motivation,"Customer Service, Inventory Management, Shopify",Diploma in E-commerce or IT,Fluent English,Strong communication and time management skills,"Logistics Coordinator with No experience but strong motivation experience required. Skills needed: Customer Service, Inventory Management, Shopify. Education: Diploma in E-commerce or IT. Language: Fluent English. Soft skills: Strong communication and time management skills."
Email Campaign Assistant,3+ years,"SEO, Order Management, Google Ads, Excel",High School diploma,Good written English,Strong communication and time management skills,"Email Campaign Assistant with 3+ years experience required. Skills needed: SEO, Order Management, Google Ads, Excel. Education: High School diploma. Language: Good written English. Soft skills: Strong communication and time management skills."
Marketplace Account Executive,1+ years,"Excel, Social Media Marketing, Amazon Seller Central, Inventory Management, Shopify, SEO",Diploma in E-commerce or IT,Good written English,Strong communication and time management skills,"Marketplace Account Executive with 1+ years experience required. Skills needed: Excel, Social Media Marketing, Amazon Seller Central, Inventory Management, Shopify, SEO. Education: Diploma in E-commerce or IT. Language: Good written English. Soft skills: Strong communication and time management skills."
Order Fulfillment Associate,No experience but strong motivation,"Amazon Seller Central, Inventory Management, Excel, Copywriting, Google Ads",High School diploma,Multilingual preferred,Strong communication and time management skills,"Order Fulfillment Associate with No experience but strong motivation experience required. Skills needed: Amazon Seller Central, Inventory Management, Excel, Copywriting, Google Ads. Education: High School diploma. Language: Multilingual preferred. Soft skills: Strong communication and time management skills."
